Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Year,Month,Day,Day_of_Week,Month_Name,Quarter,Daily_Return,Price_Range,Prev_Close,MA7,MA30,MA50,MA200,Volatility_30,Short_MA,Long_MA,Signal
2002-09-13,30.271977899682465,31.396602338724133,30.21621071876583,30.47645378112793,338264,0.0,0.0,2002,9,13,4,September,3,-2.8444311377900933,1.1803916199583036,31.368715286254883,30.97172055925642,,,,,30.786894226074217,,-1
2002-09-16,30.7645861920821,30.931884921995945,29.649253762157677,29.881614685058597,288592,0.0,0.0,2002,9,16,0,September,3,-1.9517989210335096,1.2826311598382674,30.47645378112793,30.665004185267858,,,,,30.67535972595215,,-1
2002-09-17,30.42068880445097,30.950472806891423,30.31845227453865,30.75528907775879,462952,0.0,0.0,2002,9,17,1,September,3,2.9237857522373067,0.6320205323527723,29.881614685058597,30.653053556169784,,,,,30.738560104370116,,-1
2002-09-18,30.57870156107826,30.67164594272288,29.5563133629875,29.80726432800293,315432,0.0,0.0,2002,9,18,2,September,3,-3.082477122419369,1.1153325797353801,30.75528907775879,30.56276457650321,,,,,30.457867431640626,,-1
2002-09-19,29.556314468383796,30.54152551795076,29.18453692790097,29.55631446838379,490848,0.0,0.0,2002,9,19,3,September,3,-0.8419083913829062,1.356988590049788,29.80726432800293,30.436625616891043,,,,,30.095387268066407,,-1
2002-09-20,28.496735302156008,29.5005330427824,28.37590595790902,29.07298851013184,501072,0.0,0.0,2002,9,20,4,September,3,-1.6352714028975424,1.1246270848733815,29.55631446838379,30.131234305245535,30.050464884440103,,,,29.814694213867188,30.050464884440103,-1
2002-09-23,29.277491220613808,29.351845619297112,28.459581489343485,28.58040809631348,248504,0.0,0.0,2002,9,23,0,September,3,-1.6942888882809481,0.8922641299536274,29.07298851013184,29.732904706682483,30.01917381286621,,,3.134903130335478,29.554452896118164,30.01917381286621,-1
2002-09-24,28.478150932403526,28.478150932403526,27.30705144574247,27.61376953125,267912,0.0,0.0,2002,9,24,1,September,3,-3.3821720172993786,1.1710994866610562,28.58040809631348,29.323949813842777,29.968983586629232,,,3.185228138204357,28.926148986816408,29.968983586629232,-1
2002-09-25,26.97246231971104,28.069204954896875,26.767983533146687,27.82754898071289,379544,0.0,0.0,2002,9,25,2,September,3,0.7741769888423233,1.3012214217501885,27.61376953125,29.030511856079105,29.992839304606118,,,2.920175947284032,28.530205917358398,29.992839304606118,-1
2002-09-26,28.403796036696548,28.710511279900185,28.06919578456015,28.264379501342773,178136,0.0,0.0,2002,9,26,3,September,3,1.5697772050734526,0.6413154953400344,27.82754898071289,28.67466763087682,30.031256039937336,,,2.93185185672051,28.271818923950196,30.031256039937336,-1
2002-09-27,28.171433889028656,28.99863806131079,28.171433889028656,28.6082706451416,206288,0.0,0.0,2002,9,27,4,September,3,1.216694475045843,0.8272041722821335,28.264379501342773,28.503382819039484,30.083304659525552,,,2.9367163327279204,28.178875350952147,30.083304659525552,-1
2002-09-30,28.171443101716743,28.608280000685063,26.97246112629841,27.56730461120605,202232,0.0,0.0,2002,9,30,0,September,3,-3.6386891289157064,1.6358188743866542,28.6082706451416,28.219238553728378,30.1229611714681,,,2.9810311606420044,27.976254653930663,30.1229611714681,-1
2002-10-01,27.697426299946592,28.069203834174065,26.860926847934785,27.334943771362305,240192,0.0,0.0,2002,10,1,1,October,4,-0.8428855962555493,1.2082769862392801,27.56730461120605,27.97094644818987,30.130396715799968,,,2.945531982565929,27.920489501953124,30.130396715799968,-1
2002-10-02,27.33494377136231,27.33494377136231,27.33494377136231,27.334943771362305,0,0.0,0.0,2002,10,2,2,October,4,0.0,0.0,27.334943771362305,27.793022973196848,30.093529383341473,,,2.800553490855857,27.821968460083006,30.093529383341473,-1
2002-10-03,27.697424907558013,29.55631248524647,27.697424907558013,28.069202423095703,673264,0.0,0.0,2002,10,3,3,October,4,2.6861538764263004,1.8588875776884564,27.334943771362305,27.85808481488909,30.04024117787679,,,2.7270047789950262,27.782933044433594,30.04024117787679,-1
2002-10-04,28.440985744701603,28.52463513548667,27.60448616397509,27.892614364624023,258296,0.0,0.0,2002,10,4,4,October,4,-0.6291167658058594,0.9201489715115798,28.069202423095703,27.867379869733536,29.921582857767742,,,2.466505616381228,27.63980178833008,29.921582857767742,-1
2002-10-07,28.078498174369155,28.255091931654512,27.53012689166729,27.77178001403809,110976,0.0,0.0,2002,10,7,0,October,4,-0.4332127100254435,0.7249650399872216,27.892614364624023,27.797008514404297,29.802614148457845,,,2.466530040750733,27.680696868896483,29.802614148457845,-1
2002-10-08,27.855426172403494,28.79416195090861,27.69741962386712,28.52462387084961,227352,0.0,0.0,2002,10,8,1,October,4,2.710823204097723,1.0967423270414898,27.77178001403809,27.785058975219727,29.734764734903973,,,2.4951732062076952,27.918632888793944,29.734764734903973,-1
2002-10-09,28.62685221340184,29.08227884041882,27.55799247166768,27.79964828491211,277040,0.0,0.0,2002,10,9,2,October,4,-2.541578073807238,1.524286368751138,28.52462387084961,27.818250928606307,29.641819508870444,,,2.530639942912226,28.011573791503906,29.641819508870444,-1
2002-10-10,28.626871278504098,28.626871278504098,27.242000475500348,27.82754898071289,173224,0.0,0.0,2002,10,10,3,October,4,0.10036348487159064,1.38487080300375,27.79964828491211,27.888623101370676,29.549804306030275,,,2.5310992135310952,27.963243103027345,29.549804306030275,-1
2002-10-11,28.60827254414999,28.952167806766536,28.338734470539677,28.4130916595459,192536,0.0,0.0,2002,10,11,4,October,4,2.1041834451134944,0.6134333362268585,27.82754898071289,28.042644228254044,29.405120786031087,,,2.169052639331383,28.06733856201172,29.405120786031087,-1
2002-10-14,28.94287229743744,28.99863947910768,27.93907437311993,28.2086124420166,152744,0.0,0.0,2002,10,14,0,October,4,-0.7196654977903449,1.059565105987751,28.4130916595459,28.062559945242747,29.24246826171875,,,2.151547935650553,28.154705047607422,29.24246826171875,-1
2002-10-15,28.2086124420166,28.2086124420166,28.2086124420166,28.2086124420166,0,0.0,0.0,2002,10,15,1,October,4,0.0,0.0,28.2086124420166,28.1077025277274,29.13155434926351,,,2.002343272222766,28.09150276184082,29.13155434926351,-1
2002-10-16,31.805560066616007,31.805560066616007,28.087785790515323,28.264379501342773,247760,0.0,0.0,2002,10,16,2,October,4,0.1976951522901116,3.717774276100684,28.2086124420166,28.17807388305664,28.999573262532554,,,1.9478465154778202,28.184449005126954,28.999573262532554,-1
2002-10-17,28.44097321217022,28.44097321217022,27.90189707671029,28.264379501342773,144512,0.0,0.0,2002,10,17,3,October,4,0.0,0.5390761354599292,28.264379501342773,28.140896115984237,28.874098269144692,,,1.948968838373425,28.27181510925293,28.874098269144692,-1
2002-10-18,28.81275023431209,29.686426609613587,28.468854984037588,28.85922241210937,512312,0.0,0.0,2002,10,18,4,October,4,2.104567378662381,1.2175716255759994,28.264379501342773,28.29226384844099,28.808107566833495,29.25498462677002,,1.8963205235949177,28.361041259765624,28.808107566833495,-1
2002-10-21,29.537723657933544,30.29057372433784,29.18453613860188,29.305362701416016,646296,0.0,0.0,2002,10,21,0,October,4,1.5459193007204552,1.1060375857359581,28.85922241210937,28.50338009425572,28.770310084025066,29.250709075927734,,1.9107921483553776,28.580391311645506,28.770310084025066,-1
2002-10-22,29.55631451031035,29.55631451031035,28.06920434626958,28.245798110961918,229384,0.0,0.0,2002,10,22,1,October,4,-3.6155996472375995,1.4871101640407716,29.305362701416016,28.47948101588658,28.697193781534832,29.233235511779785,,2.0148844042191283,28.58782844543457,28.697193781534832,-1
2002-10-23,28.440980302794905,28.77558063835056,27.9019040329378,28.11567497253418,153320,0.0,0.0,2002,10,23,2,October,4,-0.4606814008814908,0.8736766054127614,28.245798110961918,28.466204234531947,28.59402535756429,29.253311462402344,,1.9462595299105292,28.55808753967285,28.59402535756429,-1
2002-10-24,28.422387167448555,28.515331537304743,27.43717911612258,27.62306785583496,168744,0.0,0.0,2002,10,24,3,October,4,-1.7520728816947884,1.078152421182164,28.11567497253418,28.38255500793457,28.46917044321696,29.26353527069092,,1.9564828693455676,28.429825210571288,28.46917044321696,-1
2002-10-25,27.139754019519295,27.576593660572605,26.972455300549058,27.05610466003418,172296,0.0,0.0,2002,10,25,4,October,4,-2.0524990155321166,0.6041383600235477,27.62306785583496,28.209944316319056,28.355158805847168,29.2637211227417,,1.9275541870111281,28.06920166015625,28.355158805847168,-1
2002-10-28,26.860915613040497,27.139748647085906,26.433371060216952,26.656436920166016,134504,0.0,0.0,2002,10,28,0,October,4,-1.4771813788055477,0.7063775868689532,27.05610466003418,27.980238233293807,28.24765288035075,29.269297676086424,,1.9161053355876863,27.53941650390625,28.24765288035075,-1
2002-10-29,26.58209764211877,27.10258683456673,26.433386039071088,26.888813018798828,143024,0.0,0.0,2002,10,29,1,October,4,0.8717447846790627,0.6692007954956409,26.656436920166016,27.698751177106583,28.118770345052084,29.264836387634276,,1.8294242544438406,27.268019485473634,28.118770345052084,-1
2002-10-30,27.13975193421481,27.836834603758,26.953863222336626,27.34423065185547,164320,0.0,0.0,2002,10,30,2,October,4,1.6937067201078904,0.882971381421374,26.888813018798828,27.418589455740793,28.036669222513833,29.242901725769045,,1.7982421922763636,27.11373062133789,28.036669222513833,-1
2002-10-31,27.5115368808215,27.883314406238004,27.36282530336741,27.77178001403809,118928,0.0,0.0,2002,10,31,3,October,4,1.5635816111491563,0.5204891028705951,27.34423065185547,27.350872584751674,27.97718474070231,29.204980354309082,,1.8253503687199533,27.143473052978514,27.97718474070231,-1
2002-11-01,27.901909537105418,28.36663152915289,27.33494813951992,27.48365974426269,108792,0.0,0.0,2002,11,1,4,November,4,-1.0374569783779042,1.0316833896329705,27.77178001403809,27.260584694998606,27.92420711517334,29.125606269836425,,1.812257994779785,27.228984069824218,27.92420711517334,-1
2002-11-04,27.88331126383445,27.88331126383445,27.474356599252303,27.688127517700195,56560,0.0,0.0,2002,11,4,0,November,4,0.7439612312919452,0.40895466458214713,27.48365974426269,27.269878932407924,27.894464429219564,29.052551994323732,,1.79620214304994,27.435322189331053,27.894464429219564,-1
2002-11-05,27.42789374644867,27.75319915521541,27.214119918824835,27.39071655273437,70288,0.0,0.0,2002,11,5,1,November,4,-1.0741461833260413,0.5390792363905739,27.688127517700195,27.317680631365096,27.88702932993571,28.9891641998291,,1.6970199060804196,27.535702896118163,27.88702932993571,-1
2002-11-06,27.39071655273437,27.39071655273437,27.39071655273437,27.39071655273437,0,0.0,0.0,2002,11,6,2,November,4,0.0,0.0,27.39071655273437,27.422577721732,27.87246824900309,28.92521842956543,,1.6905099129403551,27.545000076293945,27.87246824900309,-1
2002-11-07,27.88329723057488,29.37040641620554,27.88329723057488,28.23648452758789,204880,0.0,0.0,2002,11,7,3,November,4,3.0877906141125955,1.4871091856306613,27.39071655273437,27.61510222298758,27.871538416544595,28.878188018798827,,1.7615460350040335,27.637940979003908,27.871538416544595,-1
2002-11-08,27.69742810426645,28.05991065646428,27.530129337540583,27.743900299072266,77664,0.0,0.0,2002,11,8,4,November,4,-1.744495594111073,0.5297813189236962,28.23648452758789,27.672197886875693,27.842726071675617,28.777994079589845,,1.7746149461945278,27.68998908996582,27.842726071675617,-1
2002-11-11,27.883307787836817,27.883307787836817,27.269874449217056,27.32564163208008,66568,0.0,0.0,2002,11,11,0,November,4,-1.5075698170893825,0.6134333386197603,27.743900299072266,27.608463832310267,27.834670639038087,28.66274314880371,,1.6669241761281621,27.617491912841796,27.834670639038087,-1
2002-11-12,27.139754009730925,27.883308914107115,27.139754009730925,27.465059280395508,106864,0.0,0.0,2002,11,12,1,November,4,0.510208141468671,0.7435549043761895,27.32564163208008,27.605806623186385,27.839007822672524,28.581323738098146,,1.6620756280690683,27.632360458374023,27.839007822672524,-1
2002-11-13,27.604485560602704,27.67883994268912,27.08399637668424,27.23270797729492,106264,0.0,0.0,2002,11,13,2,November,4,-0.8459887187152071,0.5948435660048794,27.465059280395508,27.54074668884277,27.83559996287028,28.48150165557861,,1.6697468314863615,27.600758743286132,27.83559996287028,-1
2002-11-14,27.66024602725824,28.18073508438383,27.241996347924,27.60447883605957,211856,0.0,0.0,2002,11,14,3,November,4,1.365163020418736,0.938738736459829,27.23270797729492,27.57128415788923,27.820109176635743,28.393018646240236,,1.6129460336234513,27.47435760498047,27.820109176635743,-1
2002-11-15,28.21791175570169,28.37591548539509,27.88331145100224,28.19932174682617,154144,0.0,0.0,2002,11,15,4,November,4,2.1548782510958153,0.4926040343928513,27.60447883605957,27.68679918561663,27.83033275604248,28.34022621154785,,1.6575357996036957,27.56544189453125,27.83033275604248,-1
2002-11-18,28.440975556365817,28.803458010875257,28.13426028788173,28.48744773864746,217672,0.0,0.0,2002,11,18,0,November,4,1.0217479498552784,0.6691977229935269,28.19932174682617,27.722651072910853,27.85418834686279,28.301189422607422,,1.6641896879216065,27.797803115844726,27.85418834686279,-1
2002-11-19,28.48744773864746,28.48744773864746,28.48744773864746,28.48744773864746,0,0.0,0.0,2002,11,19,1,November,4,0.0,0.0,28.48744773864746,27.82887213570731,27.852949142456055,28.262152633666993,,1.5893550655151525,28.00228080749512,27.852949142456055,1
2002-11-20,28.44098033283824,29.649257275082995,28.44098033283824,29.42619132995605,406128,0.0,0.0,2002,11,20,2,November,4,3.2952885071379834,1.2082769422447548,28.48744773864746,28.128950663975306,27.90716724395752,28.226461906433105,,1.623396314927292,28.440977478027342,27.90716724395752,1
2002-11-21,29.974563717842106,33.255499325096025,29.974563717842106,31.97286796569824,2664024,0.0,0.0,2002,11,21,3,November,4,8.654455505934443,3.2809356072539195,29.42619132995605,28.77292333330427,28.04534454345703,28.238544960021972,,2.239257708539137,29.314655303955078,28.04534454345703,1
2002-11-22,30.77389422121292,33.59010866414875,30.77389422121292,31.48027229309082,1184016,0.0,0.0,2002,11,22,4,November,4,-1.5406677722370588,2.8162144429358307,31.97286796569824,29.379718235560826,28.14758389790853,28.25862133026123,,2.2473859231136,29.970845413208007,28.14758389790853,1
2002-11-25,31.786970497237935,32.12157075396989,31.043415631805477,31.424488067626957,428920,0.0,0.0,2002,11,25,0,November,4,-0.17720375778359498,1.0781551221644143,31.48027229309082,29.92543384007045,28.25477975209554,28.289478797912597,,2.2405206908758095,30.558253479003906,28.25477975209554,1
2002-11-26,31.694036247000792,32.307469773907684,31.06201554439225,31.238609313964844,367496,0.0,0.0,2002,11,26,1,November,4,-0.5915092499266583,1.2454542295154347,31.424488067626957,30.35961777823312,28.35577964782715,28.29914520263672,,2.24661245705174,31.108485794067384,28.35577964782715,1
2002-11-27,31.786966062968983,31.786966062968983,30.40209588657719,30.578689575195312,301128,0.0,0.0,2002,11,27,2,November,4,-2.112513179242337,1.384870176391793,31.238609313964844,30.65836661202567,28.432923316955566,28.314573707580568,,2.2916671891710108,31.338985443115234,28.432923316955566,1
2002-11-28,30.87611926202541,32.51193782082028,30.866824258215612,31.82415008544922,447680,0.0,0.0,2002,11,28,3,November,4,4.072968879818162,1.6451135626046671,30.578689575195312,31.135038375854492,28.55158233642578,28.359930419921874,,2.3924809866817767,31.30924186706543,28.55158233642578,1
2002-11-29,31.82415008544922,31.82415008544922,31.82415008544922,31.82415008544922,0,0.0,0.0,2002,11,29,4,November,4,0.0,0.0,31.82415008544922,31.477603912353516,28.650413258870444,28.414953651428224,,2.372249843885716,31.37801742553711,28.650413258870444,1
2002-12-02,33.367028057656405,36.43419219666104,33.069604945966006,35.23521041870117,1388680,0.0,0.0,2002,12,2,0,December,4,10.718464826533026,3.364587250695031,31.82415008544922,31.943652834211075,28.848074849446615,28.548049697875978,,3.0309533997175713,32.14016189575195,28.848074849446615,1
2002-12-03,36.06242988304488,38.98088369289025,34.779798202192275,37.25211715698242,4082608,0.0,0.0,2002,12,3,1,December,4,5.724122871168591,4.201085490697977,35.23521041870117,32.768202100481304,29.148285484313966,28.740816650390624,,3.0563262065914327,33.34286346435547,29.148285484313966,1
2002-12-04,36.60148855101149,38.06071616619492,35.51404121955373,36.00664520263672,2594928,0.0,0.0,2002,12,4,2,December,4,-3.3433588461488473,2.5466749466411898,37.25211715698242,33.422795976911274,29.411317825317383,28.904398574829102,,3.146836259401376,34.42845458984375,29.411317825317383,1
2002-12-05,35.783588350767744,38.00495859278763,35.783588350767744,36.917510986328125,1720264,0.0,0.0,2002,12,5,3,December,4,2.5297157748667587,2.221370242019887,36.00664520263672,34.23406764439174,29.72113259633382,29.07746120452881,,3.120612129347044,35.44712677001953,29.72113259633382,1
2002-12-06,37.54953202762125,38.42320869067938,36.908216330080585,37.88413238525391,1139968,0.0,0.0,2002,12,6,4,December,4,2.6183276529226474,1.5149923605987965,36.917510986328125,35.27770233154297,30.082066853841145,29.262978439331054,,3.0784327741376876,36.659123229980466,30.082066853841145,1
2002-12-09,37.73541076896117,38.4603756540857,35.70922482283798,36.06241226196289,975768,0.0,0.0,2002,12,9,0,December,4,-4.808662647372952,2.7511508312477204,37.88413238525391,35.88316835675921,30.395599365234375,29.43288059234619,,3.233494021030542,36.824563598632814,30.395599365234375,1
2002-12-10,35.411821392353566,37.549542893729246,35.15157817023971,36.8896369934082,837808,0.0,0.0,2002,12,10,1,December,4,2.293869654187919,2.3979647234895367,36.06241226196289,36.60680934361049,30.72896016438802,29.62397445678711,,3.2410330896665602,36.75206756591797,30.72896016438802,1
2002-12-11,37.92130018979496,40.14266990323331,37.73541146337439,38.62767791748047,3286400,0.0,0.0,2002,12,11,2,December,4,4.711461173724296,2.4072584398589214,36.8896369934082,37.09144755772182,31.105075073242187,29.849829139709474,,3.3059920673280643,37.27627410888672,31.105075073242187,1
2002-12-12,38.66485056729192,40.151960204495445,38.66485056729192,38.94368362426758,2568024,0.0,0.0,2002,12,12,3,December,4,0.81808103366241,1.487109637203524,38.62767791748047,37.33309991019113,31.47747186024984,30.06731876373291,,3.306039951466536,37.68150863647461,31.47747186024984,1
2002-12-13,39.40841128844239,39.91031029888516,38.86933509878848,39.1016960144043,1112288,0.0,0.0,2002,12,13,4,December,4,0.40574587566302167,1.0409752000966748,38.94368362426758,37.77525002615793,31.864739735921223,30.291500396728516,,3.2830119481488733,37.92502136230469,31.864739735921223,1
2002-12-16,39.594304753715335,39.91031506943875,37.19634095250186,37.41940689086914,1231456,0.0,0.0,2002,12,16,0,December,4,-4.302343107867834,2.713974116936889,39.1016960144043,37.846949441092356,32.18911571502686,30.484452934265136,,3.434688974530732,38.19642028808594,32.18911571502686,1
2002-12-17,38.125786514308,38.125786514308,36.35984326171188,36.73162078857422,855656,0.0,0.0,2002,12,17,1,December,4,-1.8380465096648813,1.7659432525961165,37.41940689086914,37.682304927280974,32.50047918955485,30.64859287261963,,3.453868495524852,38.16481704711914,32.50047918955485,1
2002-12-18,37.14056032280989,37.71681355208987,36.1367597086367,36.38771057128906,618096,0.0,0.0,2002,12,18,2,December,4,-0.9362783615367576,1.5800538434531646,36.73162078857422,37.728776114327566,32.80037899017334,30.82035411834717,,3.467782749052414,37.71682357788086,32.80037899017334,1
2002-12-19,37.12197356205792,40.4307930552458,36.71301898120021,39.46417236328125,3770256,0.0,0.0,2002,12,19,3,December,4,8.454672590530055,3.717774074045593,36.38771057128906,38.09656688145229,33.17463525136312,31.053086585998535,,3.70884106560596,37.82092132568359,33.17463525136312,1
2002-12-20,39.96607966962601,40.85834620163067,39.036635956378895,39.78948593139648,2952072,0.0,0.0,2002,12,20,4,December,4,0.824326341169912,1.8217102452517722,39.46417236328125,38.262539454868865,33.576154772440596,31.28061447143555,,3.668265984918432,37.95847930908203,33.576154772440596,1
2002-12-23,39.9660812524432,39.97537625723121,38.107193752329565,38.376731872558594,1277744,0.0,0.0,2002,12,23,0,December,4,-3.5505712772306297,1.8681825049016467,39.78948593139648,38.18154634748186,33.94452444712321,31.483976860046386,,3.73991709249596,38.14994430541992,33.94452444712321,1
2002-12-24,38.47896840859168,40.1519670350522,38.33955185638664,39.95678329467773,1729840,0.0,0.0,2002,12,24,1,December,4,4.11721203193165,1.8124151786655602,38.376731872558594,38.30370167323521,34.36091524759929,31.71894027709961,,3.7746553277599197,38.794976806640626,34.36091524759929,1
2002-12-25,39.95678329467773,39.95678329467773,39.95678329467773,39.95678329467773,0,0.0,0.0,2002,12,25,2,December,4,0.0,0.0,39.95678329467773,38.66618401663644,34.785051091512045,31.95278835296631,,3.761016817046232,39.50879135131836,34.785051091512045,1
2002-12-26,40.26350529731472,41.60190376036764,39.59430464756961,41.0907096862793,2894448,0.0,0.0,2002,12,26,3,December,4,2.8378820768402813,2.007599112798033,39.95678329467773,39.28891100202288,35.2345921198527,32.20931495666504,,3.770784485636775,39.83409881591797,35.2345921198527,1
2002-12-27,41.37883824677445,41.54613699270707,39.99396474453436,40.1612663269043,956984,0.0,0.0,2002,12,27,4,December,4,-2.2619306565185737,1.5521722481727096,41.0907096862793,39.8279903956822,35.6333236058553,32.43535583496094,,3.826182964217577,39.90845489501953,35.6333236058553,1
2002-12-30,40.15197166110538,42.921713016115945,39.23182287782585,42.494171142578125,4253744,0.0,0.0,2002,12,30,0,December,4,5.808842770754463,3.689890138290096,40.1612663269043,40.26084736415318,36.10021438598633,32.69913200378418,,3.914933886422131,40.73194274902344,36.10021438598633,1
2002-12-31,42.77301311169352,45.42192845577843,41.639090321053935,44.69696044921875,9998480,0.0,0.0,2002,12,31,1,December,4,5.183744611113217,3.782838134724493,42.494171142578125,40.9619151524135,36.6405314763387,33.02815525054932,,3.9644522660729105,41.67997817993164,36.6405314763387,1
2003-01-01,44.60399352602842,46.081808141245226,44.60399352602842,45.421905517578125,6027072,0.0,0.0,2003,1,1,2,January,1,1.6219113359688064,1.4778146152168077,44.69696044921875,41.96836853027344,37.17372194925944,33.3742798614502,,3.9513365934527718,42.77300262451172,37.17372194925944,1
2003-01-02,45.7472170860293,46.78819226075451,43.06112269782852,43.34925079345703,5325328,0.0,0.0,2003,1,2,3,January,1,-4.563117069844158,3.7270695629259905,45.421905517578125,42.453006744384766,37.552934710184736,33.68880352020264,,3.8656414563141546,43.224710845947264,37.552934710184736,1
2003-01-03,44.61331526971986,45.39404771965232,43.49798238797687,43.87905502319336,4198040,0.0,0.0,2003,1,3,4,January,1,1.222176208443937,1.8960653316754517,43.34925079345703,43.013331277029856,37.966227467854814,34.02526252746582,,3.8335729095070787,43.96826858520508,37.966227467854814,1
